"attribute","value","url","name"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Enthralled_Wizard","Enthralled Wizard(RefID: 000F496F)"
"Class","Bandit Wizard","https://en.uesp.net/wiki/Skyrim:Enthralled_Wizard","Enthralled Wizard(RefID: 000F496F)"
"BaseID","000F737C","https://en.uesp.net/wiki/Skyrim:Enthralled_Wizard","Enthralled Wizard(RefID: 000F496F)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Enthralled_Wizard","Enthralled Wizard(RefID: 000F496F)"
"Home City","Whiterun","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"House","House Gray-Mane","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Store","Skyforge","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Race","Nord","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Level","10","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"RefID","0001A683","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Training","","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Gold","1000 (+1000 Master Trader)","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Sells","Blacksmith; see Standard Merchandise","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Buys","Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Health","131","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Stamina","68","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Primary Skills","Smithing, Speech, One-handed, Pickpocket","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Class Details","TrainerSmithingMaster","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Faction(s)","CWPotentialAllyFaction 2(Stormcloak Supporter); CompanionsFactionMinusBrillAndVignar; JobBlacksmithFaction; JobMerchantFaction; ServicesWhiterunEorlund; Smithing Trainer; The Companions 0(Cohort); TownWhiterunFaction; Whiterun House Gray-Mane Faction","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Class","Blacksmith","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"BaseID","00013B9D","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Magicka","86","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Aggression","Aggressive","https://en.uesp.net/wiki/Skyrim:Eorlund_Gray-Mane","Eorlund Gray-Mane(RefID: 0001A683)(lore page)"
"Home City","Dawnstar","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Location","Windpeak Inn,Nightcaller Temple","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Race","Dark Elf","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Level","PC×1.5 (range=6-50)","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"RefID","00024280","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Health","142-508","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Stamina","83-377","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Primary Skills","Restoration, Speech, Alchemy, Conjuration, Smithing","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Essential","Yes, until decision point in Waking Nightmare","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Follower","Yes","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Faction(s)","DA16VaerminaDreamFaction; PotentialFollowerFaction","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Class","Priest","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"BaseID","0002427D","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Erandur","Erandur(RefID: 00024280)"
"Home Town","Rorikstead","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"House","Frostfruit Inn","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Race","Nord","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Level","PC×1 (range=10-40)","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"RefID","000350B8000656E2","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Health","150+(PC-1)×11.7","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Stamina","50+(PC-1)×3.3","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Primary Skills","Light Armor, Two-handed, Archery, Block","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Morality","Any Crime","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Protected","Yes","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Follower","Yes","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"StewardHF","Yes","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Faction(s)","CurrentHireling; HirelingErikCrimeFaction; Hireling; PotentialFollowerFaction; TownRoriksteadFaction","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Class","Barbarian","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"BaseID","000350A700065657","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Aggression","Aggressive","https://en.uesp.net/wiki/Skyrim:Erik_the_Slayer","Erik the Slayer(RefID: 000350B8, 000656E2)"
"Home City","Solitude","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Location","Blue Palace","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"House","Erikur's House","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Race","Nord","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Level","7","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"RefID","000198A9","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Health","120","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Stamina","70","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Primary Skills","One-handed, Block, Heavy Armor, Two-handed","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Class Details","CombatWarrior1H","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Essential","Yes, until Bound Until Death","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Faction(s)","CrimeFactionHaafingar; MQ201PartyGuestHappy; SolitudeErikursHouseFaction; TownSolitudeFaction; faction for party guests","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Class","Warrior","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"BaseID","00013272","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Erikur","Erikur(RefID: 000198A9)"
"Location","Nchuand-Zel Armory","https://en.uesp.net/wiki/Skyrim:Erj","Erj(RefID: 00093857)"
"Race","Breton","https://en.uesp.net/wiki/Skyrim:Erj","Erj(RefID: 00093857)"
"Level","1","https://en.uesp.net/wiki/Skyrim:Erj","Erj(RefID: 00093857)"
"RefID","00093857","https://en.uesp.net/wiki/Skyrim:Erj","Erj(RefID: 00093857)"
"Health","0 (Dead)","https://en.uesp.net/wiki/Skyrim:Erj","Erj(RefID: 00093857)"
"Class Details","CombatMageConjurer","https://en.uesp.net/wiki/Skyrim:Erj","Erj(RefID: 00093857)"
"Faction(s)","WarlockFaction","https://en.uesp.net/wiki/Skyrim:Erj","Erj(RefID: 00093857)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Erj","Erj(RefID: 00093857)"
"Class","Conjurer","https://en.uesp.net/wiki/Skyrim:Erj","Erj(RefID: 00093857)"
"BaseID","00093858","https://en.uesp.net/wiki/Skyrim:Erj","Erj(RefID: 00093857)"
"Magicka","100","https://en.uesp.net/wiki/Skyrim:Erj","Erj(RefID: 00093857)"
"Location","Hall of Valor, Sovngarde","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Race","Nord","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Level","30","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"RefID","00029C09","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Health","388","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Stamina","147","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Primary Skills","Heavy Armor, One-handed, Archery, Block","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Class Details","CombatWarrior1H","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Essential","Yes","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Faction(s)","FavorExcludedFaction; MQ304SovngardeHeroFaction; MQSovngardeSparringFaction; Override normal combat dialogue","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Class","Warrior","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"BaseID","000EA71F","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Aggression","Aggressive","https://en.uesp.net/wiki/Skyrim:Erlendr","Erlendr(RefID: 00029C09)(lore page)"
"Location","The Ratway, then Sky Haven Temple","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Race","Elder","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Level","PC×0.75 (range=10-30)","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"RefID","00019DFD","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Health","50+(PC-1.3)×6.2","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Magicka","150+(PC-1.3)×5","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Stamina","50","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Primary Skills","Conjuration, Restoration, Alteration, Destruction","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Class Details","CombatMageConjurer","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Essential","Yes","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Faction(s)","CrimeFactionRift; FavorExcludedFaction; TownRiftenFaction; WIAdditem03ExclusionFaction; all friends in here","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Class","Conjurer","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"BaseID","00013358","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Esbern","Esbern(RefID: 00019DFD)"
"Location","Warehouse Ambushes","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Race","Nord","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Level","1","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"RefID","000FC199","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Health","50","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Stamina","50","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Primary Skills","Two-handed","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Class Details","CombatWarrior1H","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Class","Warrior","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"BaseID","000FC198","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Escaped_Prisoner","Affable Gent(RefID: 000FC199)"
"Added by","Dragonborn","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Location","Castle Karstaag Caverns","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Race","Breton","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Level","PC×1 (range=25-50)","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"RefID","xx02AD3A","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Health","0 (Dead)","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Stamina","0","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Primary Skills","One-handed, Two-handed, Block, Light Armor","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Perks","Armsman, Agile Defender","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Class Details","EncClassBanditMelee","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Class","Bandit","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"BaseID","xx02AD30","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Esmond_Tyne","Esmond Tyne(RefID: xx02AD3A)"
"Location","Labyrinthian","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Race","High Elf","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Level","PC×1 (range=10-50)","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"RefID","00034D98","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Health","50+(PC-1)×8.3","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Magicka","150+(PC-1)×6.7","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Stamina","50","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Primary Skills","Destruction, Restoration, Alteration, Conjuration","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Perks","Augmented Shock (rank 1); Magic Resistance (rank 1); Recovery (rank 1); Regeneration","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Class Details","CombatMageElemental","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Faction(s)","Thalmor Splinter Faction","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Class","Fire/Frost/Shock Mage","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"BaseID","00034D97","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Estormo","Estormo(RefID: 00034D98)"
"Home City","Riften","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Location","The Ragged Flagon - Cistern","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Race","Breton","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Level","PC×1 (range=10-100)","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"RefID","0003A1D6","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Health","50+(PC-1)×10","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Stamina","50+(PC-1)×5","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Primary Skills","One-handed, Sneak, Block, Light Armor","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Morality","Any Crime","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Faction(s)","CrimeFactionThievesGuild; Riften Thieves Guild Headquarters Faction; Thieves Guild No Pickpocketing Faction; ThievesGuildFaction 0(Agent)","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Class","Rogue","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"BaseID","0003A1D3","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis","Etienne Rarnis(RefID: 0003A1D6)"
"Added by","Dragonborn","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Home City","Raven Rock","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Location","Raven Rock Mine","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Race","Dark Elf","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Level","10","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"RefID","xx039D12","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Health","50","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Stamina","50","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Protected","Yes","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Faction(s)","DLC2RavenRockMinersFaction; DLC2CrimeRavenRockFaction","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Class","Miner","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"BaseID","xx039D10","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Evul_Seloth","Evul Seloth(RefID: xx039D12)"
"Home Town","Riverwood","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"House","Faendal's House","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Race","Wood Elf","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Level","PC×1 (range=6-30)","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"RefID","0001348C","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Training","","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Health","50+(PC-1)×8.3","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Stamina","50+(PC-1)×6.7","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Primary Skills","Archery, Light Armor, Sneak, One-handed, Speech","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Class Details","TrainerMarksmanJourneyman","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Follower","Yes","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"StewardHF","Yes","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Faction(s)","CrimeFactionWhiterun; JobLumberjackFaction; Marksman Trainer; PotentialFollowerFaction; Riverwood Faendals House Faction; Skill Trainer; TownRiverwoodFaction","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Class","Thief","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"BaseID","00013480","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Aggression","Aggressive","https://en.uesp.net/wiki/Skyrim:Faendal","Faendal(RefID: 0001348C)"
"Added by","Dragonborn","https://en.uesp.net/wiki/Skyrim:Falas_Selvayn","Falas Selvayn(RefID: xx031861)"
"Location","Ramshackle Trading Post","https://en.uesp.net/wiki/Skyrim:Falas_Selvayn","Falas Selvayn(RefID: xx031861)"
