"attribute","value","url","name"
"House","Alof's Farmhouse","https://en.uesp.net/wiki/Morrowind:Alof_the_Easterner","Alof the Easterner (alof the easterner)"
"Race","Nord","https://en.uesp.net/wiki/Morrowind:Alof_the_Easterner","Alof the Easterner (alof the easterner)"
"Level","6","https://en.uesp.net/wiki/Morrowind:Alof_the_Easterner","Alof the Easterner (alof the easterner)"
"Health","92","https://en.uesp.net/wiki/Morrowind:Alof_the_Easterner","Alof the Easterner (alof the easterner)"
"Alarm","30","https://en.uesp.net/wiki/Morrowind:Alof_the_Easterner","Alof the Easterner (alof the easterner)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Alof_the_Easterner","Alof the Easterner (alof the easterner)"
"Class","Farmer","https://en.uesp.net/wiki/Morrowind:Alof_the_Easterner","Alof the Easterner (alof the easterner)"
"Magicka","68","https://en.uesp.net/wiki/Morrowind:Alof_the_Easterner","Alof the Easterner (alof the easterner)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Alof_the_Easterner","Alof the Easterner (alof the easterner)"
"Home City","Vivec, Foreign Quarter","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Store","Alusaron: Smith (See map)","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Race","Redguard","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Level","16","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Other","Repairs","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Gold","2500","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Buys","Armor
 Weapons


 Repair Tools","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Armor
 Weapons","Repair Tools","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Health","179","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Alarm","100","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Class","Smith","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Mercantile","Novice (6)","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Magicka","84","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Alusaron","Alusaron (alusaron)"
"Location","Ashanammu","https://en.uesp.net/wiki/Morrowind:Alveleg","Alveleg (alveleg)"
"Race","Wood Elf","https://en.uesp.net/wiki/Morrowind:Alveleg","Alveleg (alveleg)"
"Level","3","https://en.uesp.net/wiki/Morrowind:Alveleg","Alveleg (alveleg)"
"Training","Marksman (45)Sneak (42)Block (38)","https://en.uesp.net/wiki/Morrowind:Alveleg","Alveleg (alveleg)"
"Health","46","https://en.uesp.net/wiki/Morrowind:Alveleg","Alveleg (alveleg)"
"Alarm","90","https://en.uesp.net/wiki/Morrowind:Alveleg","Alveleg (alveleg)"
"Faction(s)","Thieves Guild 0(Toad)","https://en.uesp.net/wiki/Morrowind:Alveleg","Alveleg (alveleg)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Alveleg","Alveleg (alveleg)"
"Class","Scout","https://en.uesp.net/wiki/Morrowind:Alveleg","Alveleg (alveleg)"
"Magicka","84","https://en.uesp.net/wiki/Morrowind:Alveleg","Alveleg (alveleg)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Alveleg","Alveleg (alveleg)"
"Home City","Sadrith Mora","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Location","Morag Tong Guildhall","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Level","7","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Training","Acrobatics (44)Hand-to-hand (44)Sneak (44)","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Health","72","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Alarm","100","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Faction(s)","Morag Tong Thrall(Thrall)","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Class","Monk Service","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Magicka","90","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Alven_Salas","Alven Salas (alven salas)"
"Home City","Balmora","https://en.uesp.net/wiki/Morrowind:Alvis_Teri","Alvis Teri (alvis teri)"
"Location","Eight Plates","https://en.uesp.net/wiki/Morrowind:Alvis_Teri","Alvis Teri (alvis teri)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Alvis_Teri","Alvis Teri (alvis teri)"
"Level","9","https://en.uesp.net/wiki/Morrowind:Alvis_Teri","Alvis Teri (alvis teri)"
"Health","144","https://en.uesp.net/wiki/Morrowind:Alvis_Teri","Alvis Teri (alvis teri)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Alvis_Teri","Alvis Teri (alvis teri)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Alvis_Teri","Alvis Teri (alvis teri)"
"Class","Rogue","https://en.uesp.net/wiki/Morrowind:Alvis_Teri","Alvis Teri (alvis teri)"
"Magicka","26","https://en.uesp.net/wiki/Morrowind:Alvis_Teri","Alvis Teri (alvis teri)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Alvis_Teri","Alvis Teri (alvis teri)"
"Location","Beshara","https://en.uesp.net/wiki/Morrowind:Alvur_Hleran","Alvur Hleran (alvur hleran)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Alvur_Hleran","Alvur Hleran (alvur hleran)"
"Level","7","https://en.uesp.net/wiki/Morrowind:Alvur_Hleran","Alvur Hleran (alvur hleran)"
"Health","71","https://en.uesp.net/wiki/Morrowind:Alvur_Hleran","Alvur Hleran (alvur hleran)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Alvur_Hleran","Alvur Hleran (alvur hleran)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Alvur_Hleran","Alvur Hleran (alvur hleran)"
"Class","Thief","https://en.uesp.net/wiki/Morrowind:Alvur_Hleran","Alvur Hleran (alvur hleran)"
"Magicka","100","https://en.uesp.net/wiki/Morrowind:Alvur_Hleran","Alvur Hleran (alvur hleran)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Alvur_Hleran","Alvur Hleran (alvur hleran)"
"Home Town","Suran","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Location","Suran Tradehouse","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Race","Argonian","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Level","9","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Training","Illusion (52)Mysticism (52)Alteration (47)","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Health","69","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Faction(s)","Mages Guild Apprentice(Apprentice)","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Class","Nightblade","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Magicka","98","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:An-Zaw","An-Zaw (an-zaw)"
"Home City","Ald'ruhn","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Location","Guild of Mages","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Race","High Elf","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Level","7","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Training","Alchemy (50)Conjuration (50)Enchant (50)","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Gold","400","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Buys","Ingredients
 Potions


 Apparatus","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Ingredients
 Potions","Apparatus","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Health","71","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Alarm","100","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Faction(s)","Mages Guild Associate(Associate)","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Class","Alchemist Service","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Mercantile","Novice (10)","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Magicka","41","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Anarenen","Anarenen (anarenen)"
"Home Town","Gnaar Mok","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"House","Nadene Rotheran's Shack","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Level","9","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Training","Short Blade (57)Light Armor (52)Security (47)","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Gold","100","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Buys","Thieves Tools","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Health","81","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Alarm","100","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Faction(s)","Camonna Tong Thug(Thug)","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Class","Thief Service","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Mercantile","Novice (10)","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Magicka","106","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Fight","50","https://en.uesp.net/wiki/Morrowind:Anas_Ulven","Anas Ulven (anas ulven)"
"Home Town","Tel Vos","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Location","Tel Vos Services Tower","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Race","High Elf","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Level","10","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Gold","400","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Buys","Ingredients
 Potions


 Apparatus","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Ingredients
 Potions","Apparatus","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Health","72","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Alarm","100","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Faction(s)","House Telvanni Lawman(Lawman)","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Class","Apothecary Service","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Mercantile","Novice (10)","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Magicka","168","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Andil","Andil (andil)"
"Home Town","Dagon Fel","https://en.uesp.net/wiki/Morrowind:Andre_Maul","Andre Maul (andre maul)"
"House","Andre Maul's Tower","https://en.uesp.net/wiki/Morrowind:Andre_Maul","Andre Maul (andre maul)"
"Race","Breton","https://en.uesp.net/wiki/Morrowind:Andre_Maul","Andre Maul (andre maul)"
"Level","22","https://en.uesp.net/wiki/Morrowind:Andre_Maul","Andre Maul (andre maul)"
"Health","139","https://en.uesp.net/wiki/Morrowind:Andre_Maul","Andre Maul (andre maul)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Andre_Maul","Andre Maul (andre maul)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Andre_Maul","Andre Maul (andre maul)"
"Class","Savant","https://en.uesp.net/wiki/Morrowind:Andre_Maul","Andre Maul (andre maul)"
"Magicka","200","https://en.uesp.net/wiki/Morrowind:Andre_Maul","Andre Maul (andre maul)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Andre_Maul","Andre Maul (andre maul)"
"Location","Yasammidan","https://en.uesp.net/wiki/Morrowind:Anel_Rethelas","Anel Rethelas (anel rethelas)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Anel_Rethelas","Anel Rethelas (anel rethelas)"
"Level","13","https://en.uesp.net/wiki/Morrowind:Anel_Rethelas","Anel Rethelas (anel rethelas)"
"Health","132","https://en.uesp.net/wiki/Morrowind:Anel_Rethelas","Anel Rethelas (anel rethelas)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Anel_Rethelas","Anel Rethelas (anel rethelas)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Anel_Rethelas","Anel Rethelas (anel rethelas)"
"Class","Crusader","https://en.uesp.net/wiki/Morrowind:Anel_Rethelas","Anel Rethelas (anel rethelas)"
"Magicka","106","https://en.uesp.net/wiki/Morrowind:Anel_Rethelas","Anel Rethelas (anel rethelas)"
"Fight","90","https://en.uesp.net/wiki/Morrowind:Anel_Rethelas","Anel Rethelas (anel rethelas)"
"Home Town","Ald Velothi","https://en.uesp.net/wiki/Morrowind:Anes_Hlaren","Anes Hlaren (anes hlaren)"
"Location","Outside","https://en.uesp.net/wiki/Morrowind:Anes_Hlaren","Anes Hlaren (anes hlaren)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Anes_Hlaren","Anes Hlaren (anes hlaren)"
"Level","17","https://en.uesp.net/wiki/Morrowind:Anes_Hlaren","Anes Hlaren (anes hlaren)"
"Health","101","https://en.uesp.net/wiki/Morrowind:Anes_Hlaren","Anes Hlaren (anes hlaren)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Anes_Hlaren","Anes Hlaren (anes hlaren)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Anes_Hlaren","Anes Hlaren (anes hlaren)"
"Class","Nightblade","https://en.uesp.net/wiki/Morrowind:Anes_Hlaren","Anes Hlaren (anes hlaren)"
"Magicka","116","https://en.uesp.net/wiki/Morrowind:Anes_Hlaren","Anes Hlaren (anes hlaren)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Anes_Hlaren","Anes Hlaren (anes hlaren)"
"Location","Nchuleftingth, Lower Levels","https://en.uesp.net/wiki/Morrowind:Anes_Vendu","Anes Vendu (anes vendu)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Anes_Vendu","Anes Vendu (anes vendu)"
"Level","2","https://en.uesp.net/wiki/Morrowind:Anes_Vendu","Anes Vendu (anes vendu)"
"Health","0 (Dead)","https://en.uesp.net/wiki/Morrowind:Anes_Vendu","Anes Vendu (anes vendu)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Anes_Vendu","Anes Vendu (anes vendu)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Anes_Vendu","Anes Vendu (anes vendu)"
"Class","Commoner","https://en.uesp.net/wiki/Morrowind:Anes_Vendu","Anes Vendu (anes vendu)"
"Magicka","82","https://en.uesp.net/wiki/Morrowind:Anes_Vendu","Anes Vendu (anes vendu)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Anes_Vendu","Anes Vendu (anes vendu)"
"Home City","Sadrith Mora","https://en.uesp.net/wiki/Morrowind:Angaredhel","Angaredhel (angaredhel)"
"Location","Gateway Inn","https://en.uesp.net/wiki/Morrowind:Angaredhel","Angaredhel (angaredhel)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Angaredhel","Angaredhel (angaredhel)"
"Level","16","https://en.uesp.net/wiki/Morrowind:Angaredhel","Angaredhel (angaredhel)"
"Health","97","https://en.uesp.net/wiki/Morrowind:Angaredhel","Angaredhel (angaredhel)"
"Alarm","90","https://en.uesp.net/wiki/Morrowind:Angaredhel","Angaredhel (angaredhel)"
"Faction(s)","House Telvanni Lawman(Lawman)","https://en.uesp.net/wiki/Morrowind:Angaredhel","Angaredhel (angaredhel)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Angaredhel","Angaredhel (angaredhel)"
"Class","Mage","https://en.uesp.net/wiki/Morrowind:Angaredhel","Angaredhel (angaredhel)"
"Magicka","152","https://en.uesp.net/wiki/Morrowind:Angaredhel","Angaredhel (angaredhel)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Angaredhel","Angaredhel (angaredhel)"
"Home Town","Pelagiad","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Location","Fort Pelagiad (upper floor)","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Race","High Elf","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Level","7","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Training","Axe (44)Blunt Weapon (44)Long Blade (44)","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Health","97","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Faction(s)","Imperial Legion Knight Protector(Knight Protector)","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Class","Master-at-Arms","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Magicka","110","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Fight","0","https://en.uesp.net/wiki/Morrowind:Angoril","Angoril (angoril)"
"Home City","Vivec","https://en.uesp.net/wiki/Morrowind:Ano_Andaram","Ano Andaram (ano andaram)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Ano_Andaram","Ano Andaram (ano andaram)"
"Level","3","https://en.uesp.net/wiki/Morrowind:Ano_Andaram","Ano Andaram (ano andaram)"
"Boat
Destinations","EbonheartHla OadMolag MarTel Branora","https://en.uesp.net/wiki/Morrowind:Ano_Andaram","Ano Andaram (ano andaram)"
"Health","49","https://en.uesp.net/wiki/Morrowind:Ano_Andaram","Ano Andaram (ano andaram)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Ano_Andaram","Ano Andaram (ano andaram)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Ano_Andaram","Ano Andaram (ano andaram)"
"Class","Shipmaster","https://en.uesp.net/wiki/Morrowind:Ano_Andaram","Ano Andaram (ano andaram)"
"Magicka","104","https://en.uesp.net/wiki/Morrowind:Ano_Andaram","Ano Andaram (ano andaram)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Ano_Andaram","Ano Andaram (ano andaram)"
"Home City","Ald'ruhn","https://en.uesp.net/wiki/Morrowind:Ano_Vando","Ano Vando (ano vando)"
"Location","Outside","https://en.uesp.net/wiki/Morrowind:Ano_Vando","Ano Vando (ano vando)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Ano_Vando","Ano Vando (ano vando)"
"Level","20","https://en.uesp.net/wiki/Morrowind:Ano_Vando","Ano Vando (ano vando)"
"Health","154","https://en.uesp.net/wiki/Morrowind:Ano_Vando","Ano Vando (ano vando)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Ano_Vando","Ano Vando (ano vando)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Ano_Vando","Ano Vando (ano vando)"
"Class","Witchhunter","https://en.uesp.net/wiki/Morrowind:Ano_Vando","Ano Vando (ano vando)"
"Magicka","200","https://en.uesp.net/wiki/Morrowind:Ano_Vando","Ano Vando (ano vando)"
"Fight","60","https://en.uesp.net/wiki/Morrowind:Ano_Vando","Ano Vando (ano vando)"
"Home City","Sadrith Mora","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Location","Outside","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Race","Wood Elf","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Level","13","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Other","Repairs","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Gold","800","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Buys","Armor
 Weapons


 Repair Tools","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Armor
 Weapons","Repair Tools","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Health","138","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Alarm","100","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Faction(s)","House Telvanni Retainer(Retainer)","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Class","Smith","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Mercantile","Novice (10)","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Magicka","100","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Anruin","Anruin (anruin)"
"Home City","Balmora","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Location","South Wall Cornerclub","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Race","Wood Elf","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Level","7","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Training","Sneak (46)Block (44)Medium Armor (44)","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Health","80","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Alarm","90","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Faction(s)","Thieves Guild 1(Wet Ear)","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Class","Scout","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Magicka","94","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Arathor","Arathor (arathor)"
"Location","Druscashti, Lower Level","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Race","Nord","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Level","13","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Gold","300","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Buys","Armor
 Clothing
 Weapons
 Potions
 Books


 Misc. Items","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Armor
 Clothing
 Weapons
 Potions
 Books","Misc. Items","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Health","162","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Faction(s)","Quarra Clan 4(Stalker)","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Class","Barbarian","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Mercantile","Novice (6)","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Magicka","80","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Fight","90 / 30","https://en.uesp.net/wiki/Morrowind:Areas","Areas (areas)"
"Home City","Vivec, Hlaalu Canton","https://en.uesp.net/wiki/Morrowind:Aren_Maren","Aren Maren (aren maren)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Aren_Maren","Aren Maren (aren maren)"
"Level","4","https://en.uesp.net/wiki/Morrowind:Aren_Maren","Aren Maren (aren maren)"
"Gondola
Destinations","Arena CantonForeign Quarter CantonTemple Canton","https://en.uesp.net/wiki/Morrowind:Aren_Maren","Aren Maren (aren maren)"
"Health","59","https://en.uesp.net/wiki/Morrowind:Aren_Maren","Aren Maren (aren maren)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Aren_Maren","Aren Maren (aren maren)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Aren_Maren","Aren Maren (aren maren)"
"Class","Gondolier","https://en.uesp.net/wiki/Morrowind:Aren_Maren","Aren Maren (aren maren)"
"Magicka","86","https://en.uesp.net/wiki/Morrowind:Aren_Maren","Aren Maren (aren maren)"
"Fight","30","https://en.uesp.net/wiki/Morrowind:Aren_Maren","Aren Maren (aren maren)"
"Location","Milk","https://en.uesp.net/wiki/Morrowind:Arethan_Mandas","Arethan Mandas (arethan mandas)"
"Race","Dark Elf","https://en.uesp.net/wiki/Morrowind:Arethan_Mandas","Arethan Mandas (arethan mandas)"
"Level","19","https://en.uesp.net/wiki/Morrowind:Arethan_Mandas","Arethan Mandas (arethan mandas)"
"Health","175","https://en.uesp.net/wiki/Morrowind:Arethan_Mandas","Arethan Mandas (arethan mandas)"
"Alarm","0","https://en.uesp.net/wiki/Morrowind:Arethan_Mandas","Arethan Mandas (arethan mandas)"
"Gender","Male","https://en.uesp.net/wiki/Morrowind:Arethan_Mandas","Arethan Mandas (arethan mandas)"
"Class","Knight","https://en.uesp.net/wiki/Morrowind:Arethan_Mandas","Arethan Mandas (arethan mandas)"
"Magicka","120","https://en.uesp.net/wiki/Morrowind:Arethan_Mandas","Arethan Mandas (arethan mandas)"
"Fight","40","https://en.uesp.net/wiki/Morrowind:Arethan_Mandas","Arethan Mandas (arethan mandas)"
"Home Town","Gnisis","https://en.uesp.net/wiki/Morrowind:Arius_Rulician","Arius Rulician (arius rulician)"
"Location","Barracks","https://en.uesp.net/wiki/Morrowind:Arius_Rulician","Arius Rulician (arius rulician)"
